category,faqQuestion,faqAnswer,faqQuestionHindi,faqAnswerHindi,lastUpdated
Security,Can I carry a kirpan in the passenger cabin?,Yes.  If you are a Sikh passenger and traveling in domestic flight in India. The size of kirpan should not be more than 6 inch blade and 3 inch handle.,क्या मैं यात्री केबिन में किरपान ले जा सकता हूं?,हाँ। यदि आप सिख यात्री हैं और भारत में घरेलू उड़ान में यात्रा कर रहे हैं। किरपान का आकार 6 इंच के ब्लेड और 3 इंच के हैंडल से अधिक नहीं होना चाहिए।,14-10-2024
License,Whether a licence lapsed can be renewed?,Expired license are renewed under Rule 42 of the Aircraft Rules. The requirements for renewal of expired licences/ ratings are laid down in CAR Section 7 Series ‘H’ Part I also.,क्या व्यक्तिगत लाइसेंस नवीनीकृत किया जा सकता है?,एक्सपायरी लाइसेंस का नवीनीकरण विमान नियमों के नियम 42 के तहत किया जाता है। एक्सपायर्ड  लाइसेंस / रेटिंग के नवीनीकरण की आवश्यकता कार धारा 7 श्रृंखला 'एच' भाग I में भी रखी गई है।,14-10-2024
License,Whether FRTOL can be issued without RTR (A) of Ministry of Communication?,No. The requirements for issue of FRTOL are laid down in Section ‘Y’ of the Schedule II of the Aircraft Rules.,क्या एफ़आरटीओएल को संचार मंत्रालय के आरटीआर (ए) के बिना जारी किया जा सकता है?,नहीं । एफ़आरटीओएल जारी करने की आवश्यकताओं को विमान नियमों की अनुसूची II की धारा 'Y' में रखा गया है।,14-10-2024
License,Whether a Pilot can get endorsement on an aircraft already available in India?,Pilots are granted type endorsement on their Indian licences to fly aircrafts registered in India having valid C of A and C of R.,क्या भारत में पहले से उपलब्ध किसी विमान पर पायलट को एंडोर्समेंट मिल सकता है?,"पायलटों को उनके भारतीय लाइसेंसों पर भारत में पंजीकृत विमान उड़ाने पर टाइप एंडोर्समेंट दिया जाता है, जिसमें वैध ए का सी और आर का सी हो ।",14-10-2024
License,Whether any permission is required for carrying out instrument rating test outside India on Indian CPL?,of the concerned ICAO contracting state.,क्या भारतीय सीपीएल पर भारत के बाहर साधन रेटिंग परीक्षण करने के लिए किसी भी अनुमति की आवश्यकता है?,संबंधित आईसीएओ अनुबंधित राज्य से ।,14-10-2024
License,Whether a person can continue ﬂying when a pilot is not having valid medical class-l or Class-II ?,No person can fly without valid medical.,जब एक पायलट के पास वैध मेडिकल क्लास -1 अथवा क्लास-2 नहीं है तो क्या वह फ्लाइंग जारी रख सकता है।,कोई भी व्यक्ति वैध चिकित्सा प्रमाण पत्र के बिना उड़ान नहीं कर सकता है।,14-10-2024
Special Needs,Can I carry my own electrically operated wheelchair with me on board the aircraft?,"Yes. However, a medical certificate stating the need to carry and operate your own wheelchair has to be produced.",क्या मैं अपने खुद की विद्युतीय रूप से संचालित व्हीलचेयर को मेरे साथ विमान पर ले जा सकता हूं?,"हाँ। हालाँकि, अपने स्वयं के व्हीलचेयर को ले जाने और संचालित करने की आवश्यकता बताते हुए एक मेडिकल प्रमाण पत्र प्रस्तुत करना होगा।",14-10-2024
Special Needs,What are the facilities available for passengers with special needs at Indira Gandhi International Airport Delhi ?,"All terminals at Indira Gandhi International Airport have been designed to ensure safe movement of passengers with reduced mobility. Designated car parking bays, elevators, reclined passenger movers have been installed ,to enhance the airport experience. A special counter, located near gate number 1 at Terminal 3 and gate number 8 at T1D has been placed to facilitate passengers who need wheel chairs. A passenger can also call “Special Assistance” from the telephone installed at the curb side of Terminal 3 Gate no. 1 in departures at T-2",,,14-10-2024
Special Needs,Does Indira Gandhi International Airport Delhi have any medical facility ?,"In the event of a medical emergency, well trained doctors and paramedics are available from the emergency treatment centre run by Medanta Hospital, the Medicity. These doctors and paramedics are available round the clock. 

The Medanta Medical Centres are equipped with emergency treatment centre for passengers & visitors alike. Ambulances are provided to cater to any severe medical emergency. Medanta Medical facility is available at T-1, T-2 and T-3. Fortis Medical Facility is also available at T-3.",क्या इंदिरा गांधी अंतर्राष्ट्रीय हवाई अड्डा दिल्ली में कोई चिकित्सा सुविधा है?,"""चिकित्सा आपातकाल की स्थिति में, मेदांता अस्पताल, द मेडिसिटी द्वारा संचालित आपातकालीन उपचार केंद्र से अच्छी तरह से प्रशिक्षित डॉक्टर और पैरामेडिक्स उपलब्ध हैं। ये डॉक्टर और पैरामेडिक्स चौबीसों घंटे उपलब्ध हैं। 

मेदांता मेडिकल सेंटर यात्रियों और आगंतुकों के लिए आपातकालीन उपचार केंद्र से सुसज्जित हैं। किसी भी गंभीर चिकित्सा आपातकाल को पूरा करने के लिए एम्बुलेंस प्रदान की जाती हैं। मेदांता मेडिकल सुविधा टी -1, टी -2 और टी -3 पर उपलब्ध है। फोर्टिस मेडिकल सुविधा टी -3 पर भी उपलब्ध है।""",14-10-2024
Special Needs,What is the policy for unaccompanied minor travelling with GoAir ?,"GoAir is happy to help kids fly solo. We accept unaccompanied minors between the age of 5 and 12 years, upon a payment of a nominal fee of ₹ 1,500/-. 
At the time of booking, the Unaccompanied Minor Service should be requested, either on the GoAir website (www.GoAir.in), directly at the GoAir office, via a GoAir contact centre or through a travel agent. 

For children traveling alone (unaccompanied minors), we provide separate check-in facilities on departure with dedicated GoAir staff to accompany them to the aircraft. A parent or a guardian is required to complete a signed UMR form at the point of check-in at each departure airport prior to travel. They must provide the name and the contact number(s) of a parent or a guardian who will meet the unaccompanied minor at the point of arrival. Parents or guardians are advised to present the child for check-in at least two hours prior the departure and must remain at the airport until the flight has departed. 

At the destination, the unaccompanied minor is introduced to a member of our staff who will escort them to the arrivals, where they will be handed over to the parent or the guardian noted on the form. For security reasons, the parent or the guardian will be required to show their formal identification, the details of which will be noted. 

Note: Children between the age group of 5-12 years will be considered and treated as an unaccompanied minor even if they are accompanied by a customer who is in the age group of 13 years to 18 years.",गो एयर के साथ यात्रा करने वाले नाबालिग के लिए क्या नीति है?,"""गोएयर बच्चों को एकल उड़ान भरने में मदद करने के लिए खुश है। हम। 1500 / - के मामूली शुल्क के भुगतान पर 5 से 12 वर्ष की आयु के बीच के नाबालिगों को स्वीकार करते हैं।
बुकिंग के समय, Unaccompanied माइनर सेवा का अनुरोध किया जाना चाहिए, या तो गोएयर वेबसाइट (www.GoAir.in) पर, गोएयर कार्यालय से सीधे, गोएयर संपर्क केंद्र के माध्यम से या एक ट्रैवल एजेंट के माध्यम से।

अकेले यात्रा करने वाले बच्चों (अकेले नाबालिगों) के लिए, हम उन्हें जाने के लिए समर्पित गोएयर स्टाफ के साथ प्रस्थान पर अलग-अलग चेक-इन सुविधाएं प्रदान करते हैं। माता-पिता या अभिभावक को यात्रा से पहले प्रत्येक प्रस्थान हवाई अड्डे पर चेक-इन के समय एक हस्ताक्षरित यूएमआर फॉर्म को पूरा करना आवश्यक है। उन्हें एक अभिभावक या अभिभावक का नाम और संपर्क नंबर प्रदान करना होगा जो आगमन के बिंदु पर अकेले नाबालिग से मिलेंगे। माता-पिता या अभिभावकों को सलाह दी जाती है कि बच्चे को प्रस्थान से कम से कम दो घंटे पहले चेक-इन के लिए पेश किया जाए और जब तक फ्लाइट रवाना न हो जाए, उसे एयरपोर्ट पर रहना चाहिए।

गंतव्य के लिए, अकेले नाबालिग को हमारे स्टाफ के एक सदस्य से मिलवाया जाता है, जो उन्हें आगमन के लिए एस्कॉर्ट करेगा, जहां उन्हें माता-पिता या फॉर्म में उल्लिखित अभिभावक को सौंप दिया जाएगा। सुरक्षा कारणों से, माता-पिता या अभिभावक को अपनी औपचारिक पहचान दिखाने की आवश्यकता होगी, जिसका विवरण नोट किया जाएगा।

नोट: 5-12 वर्ष की आयु के बीच के बच्चों को एक नाबालिग माना जाएगा, भले ही वे एक ग्राहक के साथ हों, जिनकी आयु 13 वर्ष से 18 वर्ष के बीच हो।
""",14-10-2024
Special Needs,What is the policy for expectant mothers travelling on GoAir ?,"Following guidelines apply to safeguard the health of the mother and the baby:

Provided the pregnancy has been uncomplicated and the customer is not experiencing a related medical condition, there is no problem flying whilst pregnant until the 28th week. 

For traveling between 28-36 weeks, a medical certification as Fit to Fly as Customer on date of travel is required from the treating doctor. For the safety of the customer, GoAir reserves the right, under certain circumstances, to refuse boarding if the customer chooses to not carry a medical certificate.

Travel after the 36th week of gestation is not permitted. 

Newborn babies can travel from Day 7, if born on or after the due date with no complications. In case of caesarean section and/or complicated delivery they can fly after 2 weeks.",गो एयर की यात्रा करने वाली गर्भवती माताओं के लिए क्या नीति है?,"मां और बच्चे के स्वास्थ्य की सुरक्षा के लिए निम्नलिखित दिशानिर्देश लागू होते हैं:

बशर्ते गर्भावस्था जटिल न हो और ग्राहक संबंधित चिकित्सा स्थिति का अनुभव नहीं कर रहा हो, 28 वें सप्ताह तक गर्भवती होने पर उड़ान भरने में कोई समस्या नहीं है।",14-10-2024
Baggage,Should I lock my Baggage?,"Yes. In case of the requirements of physical check on doubt, you will be requested to open the baggage yourself.",क्या मुझे अपना सामान तालाबंद करना चाहिए?,"हाँ। संदेह पर भौतिक जांच की आवश्यकताओं के मामले में, आपको स्वयं सामान खोलने का अनुरोध किया जाएगा।",14-10-2024
Baggage,How do I transport a Firearm or Ammunition?,"There are specific regulations governing the transport of firearms, firearm parts, and ammunition.",मैं आग्नेयास्त्र या गोला-बारूद का परिवहन कैसे करूँ?,"आग्नेयास्त्रों, आग्नेयास्त्र भागों और गोला-बारूद के परिवहन को नियंत्रित करने वाले विशिष्ट नियम हैं।",14-10-2024
Baggage,What If my Baggage is missing at Airport ?,"If your bags are delayed, try not to panic. The airlines typically have ways to track them, and the vast majority of misplaced luggage is returned eventually. If your bags are on the next flight, you could have them within a few hours. If they have been sent to the wrong airport, it could take a couple of days. Make sure to file your claim immediately at the airport and to give the attendant a hotel or home address, as well as a phone number where you can be reached.",यदि हवाई अड्डे पर मेरा सामान गुम हो जाए तो क्या होगा?,"यदि आपके बैग में देरी हो रही है, तो घबराएं नहीं । एयरलाइनों के पास आमतौर पर उन्हें ट्रैक करने के तरीके होते हैं, और अधिकतर गुम हुआ सामान अंततः वापस कर दिया जाता है। यदि आपके बैग अगली उड़ान पर हैं, तो आप उन्हें कुछ घंटों के भीतर ले सकते हैं। यदि उन्हें गलत हवाई अड्डे पर भेजा गया है, तो इसमें कुछ दिन लग सकते हैं। हवाई अड्डे पर तुरंत अपना दावा दर्ज करना सुनिश्चित करें और परिचारक को होटल या घर का पता देने के साथ-साथ एक फ़ोन नंबर भी दें जहाँ आप तक पहुंचा जा सकता है।",14-10-2024
Baggage,How can I make an enquiry on the lost baggage including the tag number details after departing from Cochin International Airport ?,"In Cochin airport, lost and mishandled baggages are  handled by Air India, which  is the ground handling agency. Their contact no is 0484 2610115 (2601 extension)
For tracking any missed belongings/items at the airport, go to CISF website or contact CISF control room at 0484- 2611422",कोचीन अंतरराष्ट्रीय  हवाई अड्डे से प्रस्थान करने के बाद मैं टैग संख्या विवरण सहित गुम हुए सामान की जांच कैसे कर सकता हूं?,"कोचीन हवाईअड्डे में, गुम हुए और मिसप्लेस बैगेज को एयर इंडिया द्वारा संचालित किया जाता है, जो ग्राउंड हैंडलिंग एजेंसी है। उनका संपर्क नंबर 0484 2610115 (2601 एक्सटेंशन) है।  हवाई अड्डे पर किसी भी छूटे हुए सामान / वस्तुओं को ट्रैक करने के लिए, सीआईएसएफ की वेबसाइट पर जाएं या सीआईएसएफ कंट्रोल रूम से 0484- 2611422 पर संपर्क करें।",14-10-2024
Passenger,How early should I arrive at the airport?,Check with your airline or travel agent to determine how early to arrive at the airport. Recommended check-in times differ by airline/airport and change during peak travel times.,मुझे एयरपोर्ट पर कितनी जल्दी पहुंचना चाहिए?,हवाई अड्डे पर कितनी जल्दी पहुँचना चाहिए यह निर्धारित करने के लिए अपनी एयरलाइन या ट्रैवल एजेंट से पूछ लें । अनुशंसित चेक-इन समय एयरलाइन / हवाई अड्डे के अनुसार भिन्न होता है और चरम यात्रा के समय में परिवर्तन हो सकता है।,14-10-2024
Passenger,Do you have any assistance or porter service available at the Kempegowda International Airport Bengaluru ?,"Yes, Kempegowda International Airport Bengaluru has a dedicated porter service for your assistance. Porters are available on the curb side, or passengers can ask the Parking Assistant for a porter.

Charges
Domestic Arrival: Rs. 200
International Arrival: Rs. 300
Domestic Departure: Rs. 200
International Departure: Rs. 200
Note: please do not encourage or tip our porters.",क्या आपके पास केम्पेगौड़ा इंटरनेशनल एयरपोर्ट बेंगलुरु में कोई सहायता या कुली सेवा उपलब्ध है?,"""हां, केम्पेगौड़ा इंटरनेशनल एयरपोर्ट बेंगलुरु में आपकी सहायता के लिए एक समर्पित कुली सेवा है। पोर्टर्स कर्ब साइड पर उपलब्ध हैं, या यात्री कुली के लिए पार्किंग सहायक से पूछ सकते हैं। 

शुल्क 
घरेलू आगमन: रु. 200 
अंतरराष्ट्रीय  आगमन: रु. 300 
घरेलू प्रस्थान: रु. 200 
अंतरराष्ट्रीय  प्रस्थान: रु. 200 
नोट: कृपया हमारे पोर्टर्स को टिप न दें।""",14-10-2024
Passenger,Till what visibility Range is the Airport Operational at Kempegowda International Airport Bengaluru ?,Aircrafts can undertake normal Operations at Kempegowda International Airport Bengaluru till Runway Visual Range (RVR) is 400M.,केम्पेगौड़ा अंतरराष्ट्रीय  हवाई अड्डे बेंगलुरु में हवाईअड्डे का प्रचालन किस दृश्यता सीमा तक है?,केम्पेगौड़ा इंटरनेशनल एयरपोर्ट बेंगलुरु में हवाई जहाज रनवे विजुअल रेंज (आरवीआर) 400 एम तक सामान्य प्रचालन कर सकते हैं।,14-10-2024
Passenger,Where are the Money changer/Foreign Exchange counters located in Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,"Terminal 2 - Money changer/Foreign Exchange counters are situated at departures (level 4), arrival (level 2) and Ground Transportation Lobby (level 1) at Terminal 2.
Terminal 1 - At Terminal 1, the counters are situated at the arrival and departure halls.",छत्रपति शिवाजी अंतर्राष्ट्रीय हवाई अड्डा (CSIA) मुंबई में मनी चेंजर / विदेशी मुद्रा काउंटर कहाँ स्थित हैं?,"""टर्मिनल 2 - मनी चेंजर / विदेशी मुद्रा काउंटर प्रस्थान (स्तर 4), आगमन (लेवल 2) और ग्राउंड ट्रांसपोर्टेशन लॉबी (लेवल 1) टर्मिनल 2 पर स्थित हैं। 
टर्मिनल 1 - टर्मिनल 1 पर, काउंटर आगमन और प्रस्थान हॉल में स्थित हैं ।""",14-10-2024
Passenger,Where can I purchase an International SIM card from inside the Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,"For passengers travelling via Terminal T2 to international destinations, international SIM cards can be purchased from the Uniconnect counters located at departure level (level 4) and opposite boarding gate 69.",मैं छत्रपति शिवाजी अंतरराष्ट्रीय  हवाई अड्डे (CSIA) मुंबई के अंदर से अंतरराष्ट्रीय  सिम कार्ड कहाँ से खरीद सकता हूँ?,"टर्मिनल टी 2 से अंतरराष्ट्रीय  गंतव्यों तक जाने वाले यात्रियों के लिए, प्रस्थान स्तर (स्तर 4) पर स्थित यूनिकनेक्ट काउंटरों और विपरीत बोर्डिंग गेट 69 से अंतरराष्ट्रीय सिम कार्ड खरीदे जा सकते हैं।",14-10-2024
Passenger,Where is the smoking zone located at Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,"There are designated smoking areas at both Domestic and International terminals of Chhatrapati Shivaji International Airport (CSIA)  Mumbai.
For information on the locations, please visit - www.csia.in/passenger/smoking-zones.aspx",छत्रपति शिवाजी अंतरराष्ट्रीय  हवाई अड्डा (CSIA) मुंबई में धूम्रपान क्षेत्र कहाँ स्थित है?,"""छत्रपति शिवाजी इंटरनेशनल एयरपोर्ट (CSIA) मुंबई के घरेलू और अंतरराष्ट्रीय  दोनों टर्मिनलों पर धूम्रपान क्षेत्र हैं। 
स्थानों की जानकारी के लिए, कृपया देखें - www.csia.in/passenger/smoking-zones.aspx""",14-10-2024
Passenger,Where is the Pharmacy located Chhatrapati Shivaji International Airport (CSIA) Mumbai ?,"Apollo Pharmacy at International Terminal operates from the Medical Room behind check-in island M at the departure level 4.
Apollo Pharmacy at Domestic Terminal is located in the departure area, Terminal 1 before the security check points.",छत्रपति शिवाजी अंतरराष्ट्रीय  हवाई अड्डा (CSIA) मुंबई में फार्मेसी कहाँ स्थित है?,"""अंतरराष्ट्रीय  टर्मिनल पर अपोलो फार्मेसी प्रस्थान स्तर पर चेक-इन द्वीप एम के पीछे मेडिकल रूम से संचालित होती है। 
घरेलू टर्मिनल पर अपोलो फार्मेसी सुरक्षा जांच बिंदु से पहले प्रस्थान क्षेत्र, टर्मिनल 1 में स्थित है।""",14-10-2024
Passenger,"What is the process for obtaining export certificate for precious jewellery(Jewellery, Gem stones, etc.) at Chhatrapati Shivaji International Airport (CSIA) Mumbai ?","Passengers travelling with precious jewellery from Mumbai need to submit a certificate to customs while departing from Mumbai. This certificate needs can be obtained minimum 1 day in advance of your date of travel. The certificate will be issued by PCCCC - Precious Cargo Customs Clearance Centre, which is located at Bharat Diamond Bourse, G Block, Bandra Kurla Complex, Bandra (East), Mumbai 400051. Contact No: 02226754000.
For more details please visit - www.customsmumbaiairport.gov.in/forms/Content.aspx?LinkID=40","छत्रपति शिवाजी अंतरराष्ट्रीय  हवाई अड्डा (CSIA) मुंबई में कीमती आभूषण (आभूषण, रत्न, आदि) के लिए निर्यात प्रमाण पत्र प्राप्त करने के लिए क्या प्रक्रिया है?","""मुंबई से कीमती आभूषणों के साथ यात्रा करने वाले यात्रियों को मुंबई से प्रस्थान करते समय सीमा शुल्क के लिए एक प्रमाण पत्र प्रस्तुत करना होगा। आपकी यात्रा की तारीख से न्यूनतम 1 दिन पहले इस प्रमाणपत्र को प्राप्त करना आवश्यक है। प्रमाण पत्र पीसीसीसीसी द्वारा जारी किया जाएगा - कीमती कार्गो सीमा शुल्क निकासी केंद्र, जो भारत डायमंड बोर्स, जी ब्लॉक, बांद्रा कुर्ला कॉम्प्लेक्स, बांद्रा (पूर्व), मुंबई 400051 में स्थित है।  संपर्क नंबर: 02226754000। 
अधिक जानकारी के लिए कृपया देखें - www. customsmumbaiairport.gov.in/forms/Content.aspx?LinkID=40""",14-10-2024
Passenger,How do I travel between terminals at Rajiv Gandhi International Airport Hyderabad ?,There is only one integrated terminal and Please follow the signages or kindly get in touch with the Airport staff who will assist you or for any assistance Please contact the Information counter available at the Meeter’s and Greeters area for assistance.,मैं राजीव गांधी अंतरराष्ट्रीय  हवाई अड्डे हैदराबाद में टर्मिनलों के बीच कैसे यात्रा करूं?,केवल एक एकीकृत टर्मिनल है और कृपया संकेतों का पालन करें या कृपया हवाई अड्डे के कर्मचारियों से संपर्क करें जो आपकी सहायता करेंगे ।  किसी भी सहायता के लिए कृपया मीटर्स और ग्रीटर्स क्षेत्र में उपलब्ध सूचना काउंटर से संपर्क करें।,14-10-2024
Passenger,Can I make the booking online on the Air India website and pay at any of the Air India offices?,"Due to ticketing regulations, a different fare may apply if you wish to pay for the tickets at an Air India office. The fares displayed online are for sale and payment made throughhttp://www.airindia.in/ only.",क्या मैं एयर इंडिया की वेबसाइट पर ऑनलाइन बुकिंग कर सकता हूं और एयर इंडिया के किसी भी कार्यालय में भुगतान कर सकता हूं?,"टिकट संबंधी नियमों के कारण, यदि आप एयर इंडिया के कार्यालय में टिकटों का भुगतान करना चाहते हैं तो एक अलग किराया लागू हो सकता है। ऑनलाइन प्रदर्शित किराए केवल //www.airindia.in/  पर बिक्री और भुगतान के लिए होते है।",14-10-2024
Passenger,"Can I change the name, sector , date and time on my IndiGo booking ?","Changes to your name, your origin of travel, and/or your destination of travel are not permitted. 

Changes to the date or time can be made by contacting IndiGo no later than 2 hours before the scheduled departure time for travel within India and 4 hours before the scheduled departure for international travel. You can make changes by contacting IndiGo Call Centre, IndiGo Airport Counters, goindigo.in or through IndiGo Shops, or participating Travel Agents who made the original booking. Changes will result in a fee depending on fare type, and varies for domestic and international flights. The fee will be per customer plus any difference in the fare between the original fare paid and the fare for the revised booking. For reservation processed in currencies other than INR, equivalent charges will be levied.

All fees and surcharges are carried across to the new booking. Depending on the changes requested, additional surcharges or fees may apply.

If the difference in fare, less applicable fees, results in a credit to you, then you shall receive a credit for travel on IndiGo that will remain valid for twelve (12) months from the date of issue.

In the event you choose to opt for a refund, the form of refund will match the form of original payment.","क्या मैं अपनी इंडिगो बुकिंग पर नाम, क्षेत्र, दिनांक और समय बदल सकता हूं?","""आपके नाम, आपकी यात्रा के आरंभ और / या आपकी यात्रा के गंतव्य में परिवर्तन की अनुमति नहीं है।

भारत में यात्रा के लिए निर्धारित प्रस्थान समय से 2 घंटे पहले और अंतरराष्ट्रीय यात्रा के लिए निर्धारित प्रस्थान से 4 घंटे पहले, इंडिगो से संपर्क करके दिनांक या समय में परिवर्तन नहीं किया जा सकता है। आप इंडिगो कॉल सेंटर, इंडिगो एयरपोर्ट काउंटर्स, goindigo.in या इंडिगो शॉप्स के माध्यम से या मूल बुकिंग कराने वाले ट्रैवल एजेंटों से संपर्क करके परिवर्तन कर सकते हैं। परिवर्तन शुल्क के आधार पर शुल्क में परिवर्तन होगा, और यह घरेलू और अंतरराष्ट्रीय उड़ानों के लिए भिन्न होता है। शुल्क प्रति ग्राहक और मूल बुकिंग के लिए मूल किराया और संशोधित बुकिंग के किराए में कोई अंतर होगा। INR के अलावा अन्य मुद्राओं में संसाधित आरक्षण के लिए, समान शुल्क लगाया जाएगा।

सभी शुल्क और अधिभार नई बुकिंग पर ले जाए जाते हैं। अनुरोध किए गए परिवर्तनों के आधार पर, अतिरिक्त अधिभार या शुल्क लागू हो सकते हैं।

यदि लागू शुल्क घटाकर किराया में अंतर,  आप के लिए एक क्रेडिट में परिणाम है, तो आप इंडिगो पर यात्रा के लिए एक क्रेडिट प्राप्त होगा जो जारी करने की तारीख से बारह (12) महीने के लिए वैध रहेगा।

ऐसी स्थिति में जब आप धनवापसी का विकल्प चुनते हैं, तो धनवापसी का रूप मूल भुगतान के रूप से मेल खाएगा।""",14-10-2024
Passenger,Does SpiceJet allow me to bring food on board  to eat for domestic travel ?,"SpiceJet does allow some food items on board. Those include: burgers, sandwiches, cold snacks, non-alcoholic drinks, cookies, and biscuits. Some items not allowed on-board due to hygiene issues are: samosas, pakoras, gravies or pickles. If you have any questions, please contact our Passenger Reservations.",क्या स्पाइसजेट मुझे घरेलू यात्रा के लिए खाने के लिए बोर्ड पर खाना लाने की अनुमति देता है?,"स्पाइसजेट कुछ खाद्य पदार्थों को बोर्ड पर रखने की अनुमति देता है।इनमें शामिल हैं: बर्गर, सैंडविच, कोल्ड स्नैक्स, नॉन-अल्कोहलिक ड्रिंक, कुकीज और बिस्कुट। स्वच्छता के मुद्दों के कारण कुछ वस्तुओं को ऑन-बोर्ड की अनुमति नहीं है: समोसा, पकोड़े, ग्रेवी या अचार। यदि आपके कोई प्रश्न हैं, तो कृपया हमारे यात्री आरक्षण से संपर्क करें।",14-10-2024
Passenger,What type of aircraft does SpiceJet fly on International routes?,SpiceJet flies Boeing 737-800's and 737-900 ER's configured with single class with a seating capacity of 189 and 212 respectively.,"""स्पाइसजेट किस प्रकार के विमान से अंतर्राष्ट्रीय मार्गों पर उड़ान भरती है? """,स्पाइसजेट ने बोइंग 737-800 और 737-900 ईआर को क्रमशः 189 और 212 की बैठने की क्षमता के साथ एकल वर्ग के साथ कॉन्फ़िगर किया है।,14-10-2024
Passenger,Can my organisation become a member of the JetPrivilege programme?,"Membership to JetPrivilege is restricted to individuals only. However, with the launch of the Business Rewards+ programme, small and medium enterprises can now be enrolled into the JetPrivilege programme and have a company level JetPrivilege account. Currently enrolment into the Business Rewards+ programme is available only by subscribing to the corporate co-brand credit card offered by our banking partner - American Express. Please note; the Business Rewards+ programme feature is currently available only for member’s within India.",क्या मेरा संगठन जेट प्रिविलेज कार्यक्रम का सदस्य बन सकता है?,"जेट प्रिविलेज की सदस्यता केवल व्यक्तियों तक ही सीमित है। हालांकि, बिजनेस रिवार्ड्स + कार्यक्रम के शुभारंभ के साथ, छोटे और मध्यम उद्यमों को अब जेट प्रिविलेज प्रोग्राम में नामांकित किया जा सकता है और कंपनी स्तर जेट प्रिविलेज खाता हो सकता है। वर्तमान में बिजनेस रिवार्ड्स + प्रोग्राम में नामांकन हमारे बैंकिंग साझेदार - अमेरिकन एक्सप्रेस द्वारा प्रस्तावित कॉरपोरेट सह-ब्रांड क्रेडिट कार्ड की सदस्यता से ही उपलब्ध है। कृपया ध्यान दें; बिजनेस रिवार्ड्स + कार्यक्रम की सुविधा वर्तमान में केवल भारत के सदस्य के लिए उपलब्ध है।",14-10-2024
Passenger,Can JPMiles be transferred?,"JPMiles can be transferred from one JetPrivilege membership account to another:

Transfer JPMiles can be availed by all members.
A minimum of 500 JPMiles need to be transferred and in multiples of 500 thereon.
Transfer JPMiles at the Rate of Rs.200/- per block of 500 JPMiles
No maximum limit on the number of JPMiles that can be transferred.
JPMiles can be transferred to only one account at a time.
Transfer of JPMiles can be processed online or at JetPrivilege service centre
For more information, please refer to Transfer JPMiles section under Redeem JPMiles.",क्या जेपी माइल्स को स्थानांतरित किया जा सकता है?,"""जेपी माइल्स को एक जेट विशेषाधिकार सदस्यता खाते से दूसरे में स्थानांतरित किया जा सकता है:
सभी सदस्यों द्वारा स्थानांतरण जेपी माइल्स का लाभ उठाया जा सकता है।
कम से कम 500 जेपी माइल्स को स्थानांतरित करने की आवश्यकता है और 500 के गुणकों में।
500 प्रति जेपी माइल्स की दर से 200 / - रु की दर से जेपी माइल्स को हस्तांतरित करें
जेपी माइल्स की संख्या पर कोई अधिकतम सीमा नहीं है जो हस्तांतरित नहीं की जा सकती है।
जेपी माइल्स को एक बार में केवल एक खाते में स्थानांतरित किया जा सकता है।
जेपी माइल्स के हस्तांतरण को ऑनलाइन या जेट प्रिविलेज सेवा केंद्र पर संसाधित किया जा सकता है
अधिक जानकारी के लिए, कृपया जेपी माइल्स सेक्शन को रिडीम जेपी माइल्स के तहत ट्रांसफर करें।""",14-10-2024
